MovieTitle,ReleaseYear,RunTime,Genres,DirectorName,Rating,Studio,OriginCountry,OriginalLanguage,cast
Born Into Brothels: Calcutta's Red Light Kids,2004,85 mins   More at IMDb TMDB  Report this page,Documentary,Zana Briski,3.74 out of 5,Red Light Films,USA,English,"Zana Briski, Avijit, Geeta Masi, Kochi, Mamuni"
Deva,2025,155 mins   More at IMDb TMDB  Report this page,"Crime, Mystery, Action, Thriller",Rosshan Andrrews,2.84 out of 5,Zee Studios,India,Hindi,"Shahid Kapoor, Pooja Hegde, Pavail Gulati, Pravessh Rana, Girish Kulkarni, Kubbra Sait, Sahidur Rahaman, Meenal Sahu, Shivraj Walvekar, Upendra Limaye, Chandan Anand, Manish Wadhwa, Bhawana Aneja, Aditi Sandhya Sharma, Siddharth Bodke, Rishi Deshpande, Milinnd Ukke, Charu Shankar, Nimish Surte, Amit Sharma, Pravin Patil, Pritam Pyare, Nazneen Madan, Saadhika Syal"
Abraham Ozler,2024,144 mins   More at IMDb TMDB  Report this page,"Crime, Drama, Thriller",Midhun Manuel Thomas,2.73 out of 5,Manual Movie Makers,India,Malayalam,"Jayaram, Anaswara Rajan, Senthil Krishna Rajamani, Arya Salim, Mammootty, Arjun Ashokan, Dileesh Pothan, Jagadish, Anoop Menon, Saikumar, Arjun Nandhakumar, Saiju Kurup, Anju Kurian, Sreeram Ramachandran, Boban Alummoodan, Assim Jamal, Darsana Sudarshan, Kumarakom Raghunath, Benyamin, Prasanth Alexander, Adam Sabiq, Ravi Venkatraman, Rini Udayakumar, Mani Shornur, Nandan Unni, Harikrishnan, Thulasi Haridas"
Maanagaram,2017,137 mins   More at IMDb TMDB  Report this page,"Action, Thriller",Lokesh Kanagaraj,3.78 out of 5,Potential Studios,India,Tamil,"Sri, Sundeep Kishan, Munishkanth, Regina Cassandra, Charle, Madhusudhan Rao, R. S. Karthik, Vivek Prasanna, Karthik Yogi, Shah Ra, Rekha Suresh, Arun Alexander, Boxer Dheena, Pasupathi Raj"
Gulaal,2009,147 mins   More at IMDb TMDB  Report this page,"Crime, Drama",Anurag Kashyap,3.78 out of 5,Zee Limelight,India,Hindi,"Raj Singh Chaudhary, Kay Kay Menon, Abhimanyu Singh, Piyush Mishra, Jesse Randhawa, Ayesha Mohan, Aditya Srivastava, Deepak Dobriyal, Pankaj Jha, Mukesh Bhhatt, Mahie Gill, Neil Bhatt, Teddy Maurya, Chittaranjan Giri, Anurag Kashyap"
Mahanati,2018,176 mins   More at IMDb TMDB  Report this page,Drama,Nag Ashwin,3.88 out of 5,Swapna Cinema,India,Telugu,"Keerthy Suresh, Dulquer Salmaan, Samantha Ruth Prabhu, Vijay Deverakonda, Prakash Raj, Shalini Pandey, Mohan Babu, Radha Krishna Jagarlamudi, Mahesh Achanta, Tharun Bhascker, Malavika Nair, Sai Madhav Burra, Sandeep Reddy Vanga, Srinivas Avasarala, Naga Chaitanya Akkineni, Tulasi, Bhanupriya, Naresh, Manobala, Bindu Chandramouli, Vamsee Chaganti"
Special 26,2013,144 mins   More at IMDb TMDB  Report this page,"Crime, Drama, Thriller",Neeraj Pandey,3.58 out of 5,Friday Filmworks,India,Hindi,"Akshay Kumar, Anupam Kher, Manoj Bajpayee, Jimmy Shergill, Kajal Agarwal, Divya Dutta, Rajesh Sharma, Kishore Kadam, Ujjwal Chopra, Mukesh Bhhatt, Tiku Talsania, Neeru Bajwa, Bhagwan Tiwari, Gurpal Singh, Vikas Shrivastav, Deepraj Rana, Vipin Sharma, Sukhwinder Chahal, Abha Parmar, Kharaj Mukherjee, Adithi Kalkunte, Ishita Vyas, Bobby Bedii, Atul Sharma"
Zero,2018,164 mins   More at IMDb TMDB  Report this page,"Drama, Comedy, Romance",Aanand L. Rai,2.14 out of 5,Red Chillies Entertainment,India,Hindi,"Shah Rukh Khan, Katrina Kaif, Anushka Sharma, Tigmanshu Dhulia, Abhay Deol, Sheeba Chaddha, Brijendra Kala, R. Madhavan, Mohammed Zeeshan Ayyub, Anshul Chauhan, Natašha Stanković, Sushrii Shreya Mishraa, Mallika Dua, Bill Billions, Jermaine Duval, Spencer Allport, Faith McCoy, Angie Slaughter, Egypt Taylor, Salman Khan, Jaya Bachchan, Juhi Chawla Mehta, Karisma Kapoor, Kajol, Rani Mukerji, Deepika Padukone, Alia Bhatt, Remo D'Souza, Ganesh Acharya, Javed Jaffrey, Sridevi, Arjun Kapoor, Rajkummar Rao"
Khaleja,2010,163 mins   More at IMDb TMDB  Report this page,Action,Trivikram Srinivas,3.78 out of 5,Sri Kanakaratna Movies,India,Telugu,"Mahesh Babu, Shafi, Prakash Raj, Rao Ramesh, Anushka Shetty, Ali Basha, Sunil Varma, Tanikella Bharani, Brahmanandam, Kota Srinivasa Rao, Subbaraju, Raghu Babu, Aman Dhaliwal, Dharmavarupu Subramanyam, Archana, Amit Kumar Tiwari, Supriya Karnik, Sudha, Sriranjini, Ananth Babu, M. S. Narayana, Vajja Venkata Giridhar, Nassar, Gundu Sudarshan, Micky Makhija, Annie, Sowmya Sharma, Divya Mary Cyriac"
ARCANE,2021,7 mins   More at TMDB  Report this page,,Sumanth Reddy,4.09 out of 5,,India,English,Surya
Ankhon Dekhi,2013,104 mins   More at IMDb TMDB  Report this page,"Comedy, Drama",Rajat Kapoor,3.82 out of 5,Mithya Talkies,India,Hindi,"Sanjay Mishra, Seema Pahwa, Rajat Kapoor, Taranjit Kaur, Maya Sarao, Chandrachoor Rai, Namit Das, Brijendra Kala, Alka Chawla, Manu Rishi Chadha, Mahesh Sharma, Anil Chaudhary, Manish Karnatak, Dhruv Uday Singh, Saurabh Shukla, Danish Hussain, Yogendra Tiku, Chaitanya Mahawar, Chetan Sharma, Shivam Sethi, Naresh Gosain, Suman Chowdry, Sandip Chowdry, Munish Bhardwaj, Jiya Bhardwaj, Mukesh Kumar, Ranvir Shorey"
Golam,2024,119 mins   More at IMDb TMDB  Report this page,"Crime, Thriller",Samjad P S,3.12 out of 5,Fragrant Nature Film Creations,India,Malayalam,"Ranjith Sajeev, Dileesh Pothan, Alencier Ley Lopez, Chinnu Chandini Nair, Siddique, Srikant Murali, Sunny Wayne, Ansal Palluruthy, Sudhi Kozhikode, Praveen Viswanath, Kaarthik Shankar, Anu Anandhan, Asha Madathil Sreekanth, Sheethal Joseph, Gayathri Satheesh, Priya Sreejith, Rini K Rajan, Anjana Babu"
Adipurush,2023,179 mins   More at IMDb TMDB  Report this page,"Action, History, Adventure, Fantasy",Om Raut,1.55 out of 5,Retrophiles,India,Hindi,"Prabhas, Saif Ali Khan, Kriti Sanon, Sunny Singh, Devdatta Nage, Vatsal Sheth, Siddhant Karnick, Gaurrav Walia, Roopesh Jadhav, Manohar Pandey, Trupti Toradmal, Tejaswini Pandit, Sonal Chauhan, Lavi Pajni, Asha Sharma, Urvi Singh, Krishna Kotian, Sonali Khare, Bijay Anand, Ajit Shidhaye, Rajesh K. Salhotra, Rehan Khan, Neha Khan, Kaustav Sinha, Saurabh Thakare, Prashant Uthale, Sharad Kelkar"
Kurup,2021,155 mins   More at IMDb TMDB  Report this page,"Crime, Thriller",Srinath Rajendran,3.08 out of 5,Wayfarer Films,India,Malayalam,"Dulquer Salmaan, Sobhita Dhulipala, Indrajith Sukumaran, Tovino Thomas, Shine Tom Chacko, Sunny Wayne, P Balachandran, M R Gopakumar, Sudheesh, Surabhi Lakshmi, Vijayaraghavan, Bharath Srinivasan, Suresh Oberoi, Shivajith Padmanabhan, Maya Menon, Anupama Parameswaran, Saiju Kurup, Hareesh Perumanna, Nayana Elza, Shaju Sreedhar, Krrish S. Kumar, Mathew Varghese"
Mankatha,2011,161 mins   More at IMDb TMDB  Report this page,"Action, Thriller",Venkat Prabhu,3.79 out of 5,Ayngaran International,India,Tamil,"Ajith Kumar, Arjun Sarja, Vaibhav, Ashwin Kakumanu, Premji Amaran, Mahat Raghavendra, Trisha Krishnan, Raai Laxmi, Jayaprakash, Subbu Panchu, Aravind Akash, Anjali, Andrea Jeremiah, Tulasi, Kyra Dutt, Kainaat Arora, Ramya Subramanian"
The Home and the World,1984,140 mins   More at IMDb TMDB  Report this page,Drama,Satyajit Ray,3.79 out of 5,National Film Development Corporation of India,India,"Bengali, Bangla","Soumitra Chatterjee, Victor Banerjee, Swatilekha Sengupta, Gopa Aich, Jennifer Kendal, Manoj Mitra, Bimal Chatterjee, Indrapramit Roy"
Maja Ma,2022,135 mins   More at IMDb TMDB  Report this page,"Comedy, Romance, Drama",Anand Tiwari,3.46 out of 5,Leo Media Collective,India,Hindi,"Madhuri Dixit, Ritwik Bhowmik, Barkha Singh, Gajraj Rao, Srishti Shrivastava, Rajit Kapoor, Sheeba Chaddha, Simone Singh, Ninad Kamat, Malhar Thakar, Khushi Hajare, Nayan Desai, Chhaya Vora, Kavin Dave, Ivanka Das, Shruta Rawat, J Brandon Hall, Kkhushi Khanna, Simran Nerurkar, Jagdish Kansara, Rohit Kumar, Raj Parikh, Mansi Gala, Shridhar Watsar, Hetal Gala, Chirag Pandya, Vibhuti Bahal, Vivek Buch, Kartik Baba, Dicky Baruha, Akshay Borade, Jatin Chaudary, Parimal Desai, Krunal Pandit, Hemang Dave, Deepa Naiwal, Akshat Sharma, Savita Goyal, Kseniia Fedorova, Anish Koli, Naresh Morwal, Harshit Nagpal, Poonam Taywade, Aarti Ashar, Vivek Tiwari, Jay Kilachand"
Detective Byomkesh Bakshy!,2015,139 mins   More at IMDb TMDB  Report this page,"Mystery, Action, Drama",Dibakar Banerjee,3.55 out of 5,Dibakar Banerjee Productions,India,Hindi,"Sushant Singh Rajput, Anand Tiwari, Neeraj Kabi, Divya Menon, Swastika Mukherjee, Meiyang Chang, Mark Bennington, Takanori Higuchi, Kausik Ghosh, Anindya Pulak Banerjee, Arindol Bagchi, Peter Wong, Pradipto Kumar Chakraborty, Manoshi Nath, Moumita Chakraborty, Tirtha Mallick, Shaktipada Dey, Prasun Gain, Aryann Bhowmick, Nishant Kumar, Prashant Kumar, Sandip Bhattacharya, Piyali Ray, Lauren Gottlieb"
Hum Aapke Hain Koun..!,1994,207 mins   More at IMDb TMDB  Report this page,"Drama, Romance",Sooraj Barjatya,3.25 out of 5,Rajshri Productions,India,Hindi,"Salman Khan, Madhuri Dixit, Mohnish Behl, Renuka Shahane, Anupam Kher, Reema Lagoo, Laxmikant Berde, Priya Arun Berde, Alok Nath, Satish Shah, Bindu Desai, Himani Shivpuri, Ajit Vachani, Dilip Joshi, Dinesh Hingoo"
Jagga Jasoos,2017,180 mins   More at IMDb TMDB  Report this page,"Romance, Comedy, Adventure, Mystery",Anurag Basu,3.03 out of 5,Picture Shuru Productions,India,Hindi,"Ranbir Kapoor, Katrina Kaif, Sayani Gupta, Saswata Chatterjee, Saurabh Shukla, Denzil Smith, Ivan Rodrigues, Nawazuddin Siddiqui, Chitrak Bandhopadhyay, Saravajeet Tiwari, Yulian Shchukin, Sarika Singh, Rajatabha Dutta, Harsh Khurana, Richard Bhakti Klein, Mir Sarwar, Chittaranjan Tripathy, Bijou Thaangjam, Kiran Srinivas"
Aligarh,2016,114 mins   More at IMDb TMDB  Report this page,Drama,Hansal Mehta,3.81 out of 5,Karma Pictures,India,Hindi,"Manoj Bajpayee, Rajkummar Rao, Ishwak Singh, Dilnaz Irani, Sukhesh Arora, Balaji Gauri, Sumit Gulati, K.R. Parmeshwar, Nutan Surya, Suman Vaidya, Ashish Vidhyarthi, Prashant Kumar, Nitin Goel, Sachin Parikh, Barnali Medhi, Eisha Chopra, Gita Guha, Saptarishi, Sanjay Math, Jagdish Chandra, Bhartendra Singh, Jaspal Sandhu, Raees Khan, Sudesh Saini, Harish Badola, Naval Shukla, Urmil Kumar Thapliyal, Apurva Asrani, Aditya Sharma, Raziq Khan"
Raincoat,2004,120 mins   More at IMDb TMDB  Report this page,"Drama, Romance",Rituparno Ghosh,3.81 out of 5,SVF Entertainment,India,Hindi,"Aishwarya Rai Bachchan, Ajay Devgn, Annu Kapoor, Mouli Ganguly, Pradip Adhikari, Kailash Koppikar, Kameshwar Mishra, Dilip Patra, Sameer Dharmadhikari, Gulzar, Surekha Sikri"
I Want to Talk,2024,123 mins   More at IMDb TMDB  Report this page,"Family, Drama",Shoojit Sircar,3.49 out of 5,Rising Sun Films,India,Hindi,"Abhishek Bachchan, Ahilya Bamroo, Pearle Dey, Jayant Kripalani, Kristin Goddard, Johnny Lever, Ritesh Shah, Arpita Chakrabarty, Milan Awon, Anasua Kushari, Indeepa Singh, Daminee Basu, Tushar Sheetal Jain, Caprice Ott, Eliza Kim, Nathalie Zepek, Bruce Gale, Tom McLaren, Julia Megan Sullivan, Mike Sears, Nirvan Patnaik, Joe Russell"
Mandela,2021,140 mins   More at IMDb TMDB  Report this page,"Comedy, Drama",Madonne Ashwin,3.84 out of 5,Wishberry Films,India,Tamil,"Yogi Babu, G. M. Sundar, Kanna Ravi, Sangili Murugan, Sheela Rajkumar, Arumugam Bala, Prasanna Balachandran, George Mariyan, Senthikumari, Subadhini Subramanian, Mandela Mukesh, Saranya Ravichandran"
Aadukalam,2011,160 mins   More at IMDb TMDB  Report this page,"Drama, Action, Thriller",Vetrimaaran,3.97 out of 5,Five Star Creations,India,Tamil,"Dhanush, Kishore, V. I. S. Jayapalan, Aadukalam Naren, Taapsee Pannu, Meenal, Periya Karuppu Thevar, V R Dinesh, Aadukalam Murugadoss, Sentrayan, Jayaprakash, R. Velraj, Munnar Ramesh"
Qarib Qarib Singlle,2017,125 mins   More at IMDb TMDB  Report this page,"Drama, Romance, Comedy",Tanuja Chandra,3.33 out of 5,Jar Pictures,India,Hindi,"Irrfan Khan, Parvathy Thiruvothu, Neha Dhupia, Luke Kenny, Brijendra Kala, Isha Sharvani, Pushtii Shakti, Bajrangbali Singh, Anud Singh Dhaka, Aman Sharma"
Humpty Sharma Ki Dulhania,2014,133 mins   More at IMDb TMDB  Report this page,"Romance, Drama, Comedy",Shashank Khaitan,2.97 out of 5,Dharma Productions,India,Hindi,"Varun Dhawan, Alia Bhatt, Ashutosh Rana, Sidharth Shukla, Aditya Sharma, Deepika Amin, Gaurav Pandey, Sahil Vaid"
Easter Sunday,2022,96 mins   More at IMDb TMDB  Report this page,Comedy,Jay Chandrasekhar,2.16 out of 5,DreamWorks Pictures,India,English,"Jo Koy, Brandon Wardell, Lydia Gaston, Eugene Cordero, Eva Noblezada, Asif Ali, Jay Chandrasekhar, Tia Carrere, Melody Butiu, Joey Guila, Rodney To, Elena Juatco, Tiffany Haddish, Lou Diamond Phillips, Carly Pope, Michael Weaver, Michael Jonsson, Dustin Ybarra, Rodney Perry, Jimmy O. Yang, Gavin Matts, Enid-Raye Adams, Ruth Bidner, Xavier de Guzman, Brad Grunberg, Arkie Kandola, Niña Mendoza, Melanie Rees, Sherry Mandujano, Michael Sharkey, Katherine Skelton"
Don,2022,164 mins   More at IMDb TMDB  Report this page,"Comedy, Romance",Cibi Chakaravarthi,2.81 out of 5,Sivakarthikeyan Productions,India,Tamil,"Sivakarthikeyan, Priyanka Arul Mohan, S. J. Suryah, Samuthirakani, Soori, Balasaravanan, Mirchi Vijay, Sivaangi Krishnakumar, Munishkanth, Kaali Venkat, Raju Jeyamohan, Gautham Vasudev Menon, Radha Ravi, Singampuli, Aadhira Pandilakshmi, Manobala, George Mariyan, Shariq Hassan, Kavitha Bharathi"
Maargan,2025,132 mins   More at IMDb TMDB  Report this page,"Thriller, Crime",Leo John Paul,2.94 out of 5,Vijay Antony Film Corporation,India,Tamil,"Vijay Antony, Ajay Dhisan, Brigida Saga, Samuthirakani, Deepshika Umapathy, Vinod Sagar, Ramachandran Durairaj, Mahanadhi Shankar, Seshvitha Kanimozhi, Kumar Natarajan, Rahul Thatha, Supergood Subramani, Ajith Koshy, Maria Vincent, Abhishek Vinod, Niharika, Adithya Kathir, Smeha Manimegalai, Mythili Sathyajith"
Welcome Home,2020,125 mins   More at IMDb TMDB  Report this page,"Thriller, Drama, Horror",Pushkar Sunil Mahabal,3.38 out of 5,,India,Hindi,"Kashmira Irani, Swarda Thigle, Boloram Das, Tina Bhatia, Shashi Bhushan"
Jaane Bhi Do Yaaro,1983,132 mins   More at IMDb TMDB  Report this page,"Comedy, Crime",Kundan Shah,3.92 out of 5,National Film Development Corporation of India,India,Hindi,"Naseeruddin Shah, Ravi Baswani, Bhakti Barve, Satish Shah, Om Puri, Satish Kaushik, Pankaj Kapur, Deepak Qazir, Rajesh Puri, Neena Gupta, Ajay Wadhavkar, Zafar Sanjari, Vidhu Vinod Chopra, Dilip Joshi, Kishore Nandlaskar, Ashok Banthia, Uday Chandra, Harshad Gandhi, Jaspal Sandhu, Anil Chowdhary, Arun Khanna, Adil Rana, Hanif Zahoor, Pramod A Dubey, Alok Aima, Anil Apte, Bharat Karia, Keni Desai, Kiran Bokhri, Rahul Chowdhary, Amit Tyagi"
Chekka Chivantha Vaanam,2018,143 mins   More at IMDb TMDB  Report this page,"Thriller, Action, Crime",Mani Ratnam,3.30 out of 5,Lyca Productions,India,Tamil,"Arvind Swamy, Vijay Sethupathi, Arun Vijay, Silambarasan, Jyothika, Aishwarya Rajesh, Aditi Rao Hydari, Dayana Erappa, Prakash Raj, Thyagarajan, Jayasudha, Mansoor Ali Khan, Sarath Kumar, Gowtham Sundararajan, Sivakumar Ananth, T.M. Karthik, Sugunthan, Kumar Natarajan, George Vijay Nelson, Preethi Nedumaran"
Ela Veezha Poonchira,2022,104 mins   More at IMDb TMDB  Report this page,"Thriller, Mystery, Crime",Shahi Kabir,3.59 out of 5,Kadhaas Untold,India,Malayalam,"Soubin Shahir, Sudhi Koppa, Jude Anthany Joseph, Archana Padmini, Jitin Puthanchery, Ajayan Adat, Krishna Prabha, Akhila Nath, Rini Udayakumar, Jineesh Chandran, Girish Mohan, Majesh Sandhya, Jithu Ashraf, Vincent Vadakkan, Kiran Peethambaran"
Narivetta,2025,139 mins   More at IMDb TMDB  Report this page,"Action, Drama",Anuraj Manohar,2.98 out of 5,Indian Cinema Company,India,Malayalam,"Tovino Thomas, Suraj Venjaramoodu, Cheran, Arya Salim, Priyamvada Krishna, Rini Udayakumar, Nandhu, Shahi Kabir, Pranav Teophine, Srikant Murali, Sudhi Kozhikode, Badusha, Krishnan Balakrishnan, Appunni Sasi, Aneesh Gopal, Prashant Madhavan, Thomman Mankuva, Jordi Poonjar"
Mrs. Chatterjee Vs Norway,2023,135 mins   More at IMDb TMDB  Report this page,"Thriller, Drama",Ashima Chibber,3.29 out of 5,Zee Studios,Estonia,Hindi,"Rani Mukerji, Jim Sarbh, Bodhisattva Mazumdar, Saswati Guhathakurta, Soumya Mukherjee, Balaji Gauri, Yuvaan Vanvari, Anirban Bhattacharya, Neena Gupta, Charu Shankar, Varun Vazir, Namit, Roopangi Vanvari, Sangram Singh, Purnendu Bhattacharya, Ashok Mukherjee, Mithu Chakrabarty, Maahir Raghuvanshi, Aaira Jain, Anand Sharma, Jagriti Bhatt, Rohin Joshi, Sameer Trimbakkar, Yukta Sharma, Saad Baba, Barun Chanda, Britta Soll, Kärt Kull, Tiina Tauraite, Sara Soulié, Tiina Mälberg, Kristjan Sarv, Hendrik Toompere Jr., Maiken Pius, Elina Pähklimägi, Gert Raudsep, Raimo Pass, Elina Reinold, Indrek Ojari, Erki Laur, Kristjan Üksküla, Irha Ali, Jason E. Medina"
Oye Lucky! Lucky Oye!,2008,126 mins   More at IMDb TMDB  Report this page,"Comedy, Action",Dibakar Banerjee,3.65 out of 5,UTV Motion Pictures,India,Hindi,"Abhay Deol, Paresh Rawal, Neetu Chandra, Archana Puran Singh, Richa Chadha, Manu Rishi Chadha, Rajeev Khandelwal, Vishal Malhotra, Manjot Singh, Kamlesh Gill, Rajendra Sethi"
Panchatanthiram,2002,153 mins   More at IMDb TMDB  Report this page,"Family, Romance, Comedy",K. S. Ravikumar,4.06 out of 5,Lionheart Production House,India,Tamil,"Kamal Haasan, Jayaram, Ramesh Aravind, Sriman, Yugi Sethu, Simran, Ramya Krishnan, Urvashi, Sanghavi, Aishwarya Bhaskar, Vidhya Venkatesh, Manivannan, Kaikala Satyanarayana, Nagesh, Master Bharath, Ramesh Khanna, Vijayakumar, Devayani, Alphonsa, K. S. Ravikumar, Santhana Bharathi, Kovai Sarala, Vasu Vikram, R. Neelakantan"
The Longest Week,2014,86 mins   More at IMDb TMDB  Report this page,"Comedy, Drama",Peter Glanz,2.60 out of 5,Armian Pictures,India,English,"Jason Bateman, Olivia Wilde, Billy Crudup, Jenny Slate, Tony Roberts, Barry Primus, Laura Clery, William Abadie, Stephen Temperly, Alexandra Neil, Seamus Davey-Fitzpatrick, Jayce Bartok, Danny Deferrari, Auden Thornton, Steve Witting, Maureen Mueller, Nicole Elizabeth Berger, Ann W. Friedman, Richaud Valls, Irina Kisilyova, Erin Darke, Erika Spring Forster, Jessie Gold, Jay Israelson, Martin Rayner, Barbara Schulz, Alexander Blaise, Mario Brassard, Jane Anne Thomas, Luke Cissell, Janice Lamarre, Paula Cho, Reenat Pinchas, Anthony Laciura, Peter Kilcommons, Georgia X. Lifsher, Liesl, Lucy Walters, Elliot Cuker, Geoffrey Cantor, Roya Shanks, Joel Brody, Barbara Christie, Uma Incrocci, Eric Deskin, Larry Pine, Meg Hudson, Heidi J Sparks"
Rorschach,2022,150 mins   More at IMDb TMDB  Report this page,"Action, Thriller",Nissam Basheer,3.26 out of 5,Mammootty Kampany,India,Malayalam,"Mammootty, Grace Antony, Sharafudheen, Asif Ali, Jagadish, Bindu Panicker, Kottayam Nazeer, Sanju Sivaram, Annoor Babu, Riyas Narmakala, Jordi Poonjar, Geethi Sangeetha, Zeenath, Mohan Raj, Sreeja Ravi, Mani Shornur, Priyamvada Krishna, Pasupathi Raj"
One Day Before the Rainy Season,1971,114 mins   More at IMDb TMDB  Report this page,Drama,Mani Kaul,3.94 out of 5,National Film Development Corporation of India,India,Hindi,"Rekha Sabnis, Arun Khopkar, Om Shivpuri, Aruna Irani, Anuradha Kapoor, Uma Sahaay, Hemant Bose, Surendra Dheer, Vishnu Mathur, Pinchoo Kapoor"
Street Fighter: The Legend of Chun-Li,2009,97 mins   More at IMDb TMDB  Report this page,"Action, Adventure",Andrzej Bartkowiak,1.62 out of 5,Hyde Park Entertainment,Canada,English,"Kristin Kreuk, Chris Klein, Neal McDonough, Michael Clarke Duncan, Moon Bloodgood, Robin Shou, Josie Ho, Taboo, Cheng Pei-Pei, Edmund Chen, Tim Man, Brahim Achabbakhe, Ron Smoorenburg, Elizaveta Kiryukhina, Krystal Vee, Brendan Miller, Emilze Junqueira, Kulnadda Pachimsawat"
Natchathiram Nagargiradhu,2022,170 mins   More at IMDb TMDB  Report this page,"Romance, Comedy, Drama",Pa. Ranjith,3.56 out of 5,Neelam Productions,India,Tamil,"Kalaiyarasan, Kalidas Jayaram, Dushara Vijayan, Hari Krishnan, Charles Vinoth, Shabeer Kallarakkal, Subathra Robert, Regin Rose, Gnanaprasad, Vinsu Rachel Sam, Arjun Anbudan, Uthaiya Surya, Stephen Raj, Sherin Celin Mathew, Manisa Tait, Sindhuja Viji, Geetha Kailasam"
Nanban,2012,181 mins   More at IMDb TMDB  Report this page,"Drama, Comedy",Shankar,3.80 out of 5,Gemini Film Circuit,India,Tamil,"Vijay, Jiiva, Srikanth, Ileana D'Cruz, Sathyaraj, S. J. Suryah, Sathyan Sivakumar, Anuya Bhagvath, Manobala, Uma Padmanabhan, Vijay Vasanth, T.M. Karthik, Aadukalam Naren, Ajay Rathnam, Indrans, Balaji Venugopal, Venkat Sundar, Andrea Jeremiah, Atlee"
Nayattu,2021,124 mins   More at IMDb TMDB  Report this page,"Thriller, Drama",Martin Prakkat,3.70 out of 5,Gold Coin Motion Picture Company,India,Malayalam,"Kunchacko Boban, Joju George, Nimisha Sajayan, Jaffer Idukki, Yama Gilgamesh, Anil Nedumangad, Dineesh P, Hakkim Shajahan, Sminu Sijo, Jaise Jose, Vinod Sagar, Ajayan Adat, Manohari Joy, Sabita George, Jithu Ashraf, Ajith Koshy"
Ayalaan,2024,156 mins   More at IMDb TMDB  Report this page,"Science Fiction, Adventure, Action",R. Ravi Kumar,2.52 out of 5,24AM Studios,India,Tamil,"Sivakarthikeyan, Siddharth, Venkatesh Senguttuvan, Sharad Kelkar, Rakul Preet Singh, Yogi Babu, Karunakaran, David Broughton-Davies, Isha Koppikar, Bhanupriya, Rahul Madhav, Balasaravanan, Shan Sharif Khan, Sajol Chowdhury"
Jagame Thandhiram,2021,158 mins   More at IMDb TMDB  Report this page,"Crime, Drama",Karthik Subbaraj,2.66 out of 5,Reliance Entertainment,India,Tamil,"Dhanush, James Cosmo, Joju George, Kalaiyarasan, Aishwarya Lekshmi, Sharath Ravi, Deepak Paramesh, Sanchana Natarajan, Vadivukarasi, Muthukumar, Ramachandran Durairaj, Baba Baskar, Soundara Raja, Ashwanth Ashokkumar, Roman Fiori, Decca Heggie, Atul Sharma, Manoj Anand, Lee Nicholas Harris, Alexander Garcia, Natasha Jenssen, Richie Lawrie, Sonia Goswami, Vaunisha Kapoor, Rina Yadav, Frina Mehta, Kinjal, Robert McCrea, Kaalaiyan"
Housefull 5,2025,163 mins   More at IMDb TMDB  Report this page,"Comedy, Mystery, Thriller",Tarun Mansukhani,1.73 out of 5,Nadiadwala Grandson Entertainment,India,Hindi,"Akshay Kumar, Ritesh Deshmukh, Abhishek Bachchan, Jacqueline Fernandez, Nargis Fakhri, Sonam Bajwa, Fardeen Khan, Sanjay Dutt, Jackie Shroff, Chitrangada Singh, Soundarya Sharma, Chunky Pandey, Shreyas Talpade, Dino Morea, Nikitin Dheer, Ranjeet Bedi, Johnny Lever, Nana Patekar, Akashdeep Sabir, Bobby Deol, Archana Puran Singh"
Raid 2,2025,139 mins   More at IMDb TMDB  Report this page,"Drama, Crime, Thriller",Raj Kumar Gupta,2.79 out of 5,T-Series,India,Hindi,"Ajay Devgn, Ritesh Deshmukh, Vaani Kapoor, Saurabh Shukla, Rajat Kapoor, Sushil Dahiya, Amit Sial, Supriya Pathak, Yashpal Sharma, Govind Namdeo, Brijendra Kala, Tarun Gahlot, Tamannaah Bhatia, Jacqueline Fernandez, Yo Yo Honey Singh, Jayant Rawal, Ritika Shrotri, Navneet Ranag, Pritisha Srivastava, Vijay Rajoria, Shruti Pandey, Sanjeev Jhori, Madhavendra Jha, Sandeep Kapoor, Avijit Dutt, Umesh Shukla, Ayushi Neema, Samayar Singh"
Heeramandi,2024,More at IMDb TMDB  Report this page,Drama,Sanjay Leela Bhansali,3.34 out of 5,Bhansali Productions,India,Hindi,"Manisha Koirala, Sonakshi Sinha, Aditi Rao Hydari, Sharmin Segal, Sanjeeda Sheikh, Richa Chadha, Taha Shah Badussha, Farida Jalal, Shekhar Suman, Adhyayan Suman, Fardeen Khan, Indresh Malik"
Sankranthiki Vasthunam,2025,144 mins   More at IMDb TMDB  Report this page,"Comedy, Action",Anil Ravipudi,2.70 out of 5,Sri Venkateswara Creations,India,Telugu,"Venkatesh, Aishwarya Rajesh, Meenakshi Chaudhary, Upendra Limaye, Sai Kumar, Srinivasa Reddy, Naresh, VTV Ganesh, Srinivas Avasarala, Vadlamani Srinivas, Master Revanth, Muralidhar Goud, Rajitha, Pammi Sai, Sarvadaman D. Banerjee, Pradeep Kabra, Babloo Prithiveeraj, Amit Kumar Tiwari, Satya Prakash, Anantha Sriram, Mahesh Balraj, Srikanth Iyengar, Anand Ramaraju, Bheems Ceciroleo, Anil Ravipudi"
Kattradhu Thamizh,2007,147 mins   More at IMDb TMDB  Report this page,"Drama, Thriller",Ram,3.93 out of 5,MR Films,India,Tamil,"Jiiva, Anjali, Karunas, N. Azhagamperumal, Sree Raam, Venba, E. V. Ganesh Babu, Senthikumari, Birla Bose, Mari Selvaraj"
